"","Source","Sample.ID","Spot.Bulk","age.mean","group","group.age","d34s","d33s","d36s","D33S","D36S","an","Phase","Craton","Supergroup","Formation","Core","Date","simp.lith","Era"
"811","Izon et al., 2015","BH1-Sascha-2002.9","Bulk",2538,"[2.52e+03,2.58e+03)",2545,8.98,14.1346735403574,8.54092695447727,9.52,-8.59,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"812","Izon et al., 2015","BH1-Sascha-2007.7","Bulk",2538,"[2.52e+03,2.58e+03)",2545,6.08,8.35659720070374,6.65359987714519,5.23,-4.93,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"813","Izon et al., 2015","BH1-Sascha-2025.8","Bulk",2538,"[2.52e+03,2.58e+03)",2545,11.69,14.6533814068488,13.4377955821206,8.65,-8.89,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"814","Izon et al., 2015","BH1-Sascha-2029.5","Bulk",2538,"[2.52e+03,2.58e+03)",2545,11.68,13.558260342261,15.2985958848643,7.56,-7.01,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"815","Izon et al., 2015","BH1-Sascha-2032.9","Bulk",2538,"[2.52e+03,2.58e+03)",2545,5,5.18188551599397,7.58137144238807,2.61,-1.94,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"816","Izon et al., 2015","BH1-Sascha-2034.9","Bulk",2538,"[2.52e+03,2.58e+03)",2545,-0.07,2.88394938803002,-2.6429958104902,2.92,-2.51,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"817","Izon et al., 2015","BH1-Sascha-2063.1","Bulk",2538,"[2.52e+03,2.58e+03)",2545,4.99,9.34674794617418,3.45228604918157,6.78,-6.05,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"818","Izon et al., 2015","BH1-Sascha-2079.1","Bulk",2538,"[2.52e+03,2.58e+03)",2545,5.5,11.0587324033041,3.10585901546788,8.23,-7.37,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"819","Izon et al., 2015","BH1-Sascha-2114.8","Bulk",2538,"[2.52e+03,2.58e+03)",2545,-9.26,-2.78965817355275,-19.6206631144994,1.99,-2.1,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"820","Izon et al., 2015","BH1-Sascha-2191","Bulk",2538,"[2.52e+03,2.58e+03)",2545,2.36,3.48470523795941,2.84876163363132,2.27,-1.64,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"821","Izon et al., 2015","BH1-Sascha-2207.1","Bulk",2538,"[2.52e+03,2.58e+03)",2545,6.47166586105818,10.7050167300975,5.68237688206197,7.37732271823877,-6.64959004521459,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"822","Izon et al., 2015","BH1-Sascha-2274.1","Bulk",2538,"[2.52e+03,2.58e+03)",2545,2.38935779435456,3.14901987754679,2.88292766384557,1.91921275799944,-1.66173297813943,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"823","Izon et al., 2015","BH1-Sascha-2356.6","Bulk",2538,"[2.52e+03,2.58e+03)",2545,6.16583610271726,9.46721073987855,5.58275797779006,6.29653862607493,-6.16482894028247,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"824","Izon et al., 2015","BH1-Sascha-2363.6","Bulk",2538,"[2.52e+03,2.58e+03)",2545,8.95347602485619,13.7220017408151,8.58268086586533,9.12092903537665,-8.49744402223185,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"825","Izon et al., 2015","BH1-Sascha-2430.3","Bulk",2538,"[2.52e+03,2.58e+03)",2545,13.9656673436459,12.1256196632566,22.6135889433305,4.95749208195306,-4.08786075996215,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"826","Izon et al., 2015","BH1-Sascha-2476.1","Bulk",2538,"[2.52e+03,2.58e+03)",2545,9.92405841783839,10.6411881814659,11.4888627163812,5.54253783181058,-7.45102682743592,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"827","Izon et al., 2015","BH1-Sascha-2514","Bulk",2538,"[2.52e+03,2.58e+03)",2545,9,12.544928928372,9.77923427472827,7.92,-7.39,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"828","Izon et al., 2015","BH1-Sascha-2579.8","Bulk",2538,"[2.52e+03,2.58e+03)",2545,-9.26,-2.78965817355275,-19.6206631144994,1.99,-2.1,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"829","Izon et al., 2015","BH1-Sascha-2611.6","Bulk",2538,"[2.52e+03,2.58e+03)",2545,12.53,14.9234632238972,15.0911798958722,8.49,-8.85,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Reivilo","BH1-Sascha",2015,"Carbonates","Neoarchean"
"830","Izon et al., 2015","BH1-Sascha-2648","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,13.1,9.72520591075787,23.3266627089591,3,-1.71,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"831","Izon et al., 2015","BH1-Sascha-2694.7","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,4.98,10.5016103515607,2.11320082688969,7.94,-7.37,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"832","Izon et al., 2015","BH1-Sascha-2702.6","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,8.89,14.5685230741686,7.47855247030376,10,-9.48,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"833","Izon et al., 2015","BH1-Sascha-2706.15","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,2.75,5.60530682173752,1.61146534523677,4.19,-3.62,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"834","Izon et al., 2015","BH1-Sascha-2709.55","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,0.96,3.23428495834114,-0.505212057208272,2.74,-2.33,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"835","Izon et al., 2015","BH1-Sascha-2723.45","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,4.8,9.09912940840227,3.06969605228004,6.63,-6.07,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"836","Izon et al., 2015","BH1-Sascha-2734.8","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,2.18,5.93210712424132,-0.143936993089661,4.81,-4.29,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"837","Izon et al., 2015","BH1-Sascha-2737","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,3.21,8.84186518738825,-0.292190936339626,7.19,-6.4,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"838","Izon et al., 2015","BH1-Sascha-2743.3","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,2.03,3.34493586759502,2.12052313121832,2.3,-1.74,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"839","Izon et al., 2015","BH1-Sascha-2752.7","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,6.71,4.07004565155782,13.1374870111595,0.62,0.35,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"840","Izon et al., 2015","BH1-Sascha-2755.45","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,9.13,7.86158654747881,14.7082485138681,3.17,-2.71,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"841","Izon et al., 2015","BH1-Sascha-2758","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,3.07,4.29987473310439,3.1110574655634,2.72,-2.73,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"842","Izon et al., 2015","BH1-Sascha-2759.4","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,3.08,1.2550170700149,7.12011003998821,-0.33,1.26,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"843","Izon et al., 2015","BH1-Sascha-2762.4","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,6.53,6.47764182837051,9.4834500480266,3.12,-2.96,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"844","Izon et al., 2015","BH1-Sascha-2776.7","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,8.22,6.81489571230789,14.2857551884097,2.59,-1.39,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"845","Izon et al., 2015","BH1-Sascha-2790.9","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,4.56,4.3758089843611,6.51177582904583,2.03,-2.17,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"846","Izon et al., 2015","BH1-Sascha-2804.1","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,4.04,3.5785657022977,5.92995309081544,1.5,-1.76,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"847","Izon et al., 2015","BH1-Sascha-2810.5","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,11.82,10.5399530125614,17.7974071893134,4.47,-4.78,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"848","Izon et al., 2015","BH1-Sascha-2813.5","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,15.9,14.9871732572099,22.7060384867481,6.83,-7.72,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"849","Izon et al., 2015","BH1-Sascha-2820.8","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,3.59,4.42724329132102,3.55201800815381,2.58,-3.28,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"850","Izon et al., 2015","BH1-Sascha-2823","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,2.06,3.38037056712749,1.2976280289992,2.32,-2.62,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"851","Izon et al., 2015","BH1-Sascha-2826.5","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,1.59,2.8185345201599,0.903161410989239,2,-2.12,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"852","Izon et al., 2015","BH1-Sascha-2871","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,12.13,13.1586839492134,15.302751352355,6.93,-7.87,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"853","Izon et al., 2015","BH1-Sascha-2991.4","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,7.78,8.5791697308901,9.8737383896584,4.58,-4.96,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"854","Izon et al., 2015","BH1-Sascha-300.5","Bulk",2518.5,"[2.48e+03,2.52e+03)",2505,2.79,6.83587920345833,0.837654787021665,5.4,-4.47,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Gamohaan","BH1-Sascha",2015,"Carbonates","Neoarchean"
"855","Izon et al., 2015","BH1-Sascha-3036.86","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,10.9934576549726,10.3414279295149,15.844198900081,4.69480907670494,-5.14666486754689,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"856","Izon et al., 2015","BH1-Sascha-3067.5","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,9.82205933633273,8.27451916884936,15.0219411262054,3.2281486410175,-3.72242896636621,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"857","Izon et al., 2015","BH1-Sascha-3082.68","Bulk",2598.5,"[2.58e+03,2.62e+03)",2605,11.4972560739699,11.2951801692787,15.9545321949848,5.39050849588629,-6.00323096506195,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Monteville","BH1-Sascha",2015,"Carbonates","Neoarchean"
"858","Izon et al., 2015","BH1-Sascha-3191.5","Bulk",2650,"[2.62e+03,2.68e+03)",2645,0.78,5.18162404776734,-2.58747983152173,4.78,-4.07,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Lokammona","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"859","Izon et al., 2015","BH1-Sascha-3197.7","Bulk",2650,"[2.62e+03,2.68e+03)",2645,3.8287339954397,6.24470448618442,3.19984374495164,4.27473376842191,-4.0872828678955,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Lokammona","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"860","Izon et al., 2015","BH1-Sascha-3203.4","Bulk",2650,"[2.62e+03,2.68e+03)",2645,5.35620792537883,8.57661868698045,4.76071215692175,5.82174503040545,-5.44060759196441,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Lokammona","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"861","Izon et al., 2015","BH1-Sascha-3213.9","Bulk",2661,"[2.62e+03,2.68e+03)",2645,6.76845136586657,9.38366551915615,7.19506574818918,5.90361531517725,-5.70415222967569,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Boomplaas","BH1-Sascha",2015,"Carbonates","Neoarchean"
"862","Izon et al., 2015","BH1-Sascha-330","Bulk",2518.5,"[2.48e+03,2.52e+03)",2505,-2.19,2.07155037685982,-6.40689903497096,3.2,-2.25,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Gamohaan","BH1-Sascha",2015,"Carbonates","Neoarchean"
"863","Izon et al., 2015","BH1-Sascha-3306.3","Bulk",2661,"[2.62e+03,2.68e+03)",2645,1.64,5.45426437498397,-0.451700517655123,4.61,-3.57,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Boomplaas","BH1-Sascha",2015,"Carbonates","Neoarchean"
"864","Izon et al., 2015","BH1-Sascha-3364a","Bulk",2661,"[2.62e+03,2.68e+03)",2645,2.6,4.47815684528438,2.14577929944162,3.14,-2.8,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Boomplaas","BH1-Sascha",2015,"Carbonates","Neoarchean"
"865","Izon et al., 2015","BH1-Sascha-3364b","Bulk",2661,"[2.62e+03,2.68e+03)",2645,5.06947159116233,6.80078147531105,5.80104225305922,4.19320512870502,-3.85292317083885,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"866","Izon et al., 2015","BH1-Sascha-345.7","Bulk",2518.5,"[2.48e+03,2.52e+03)",2505,4.34,8.29275270893342,3.37210211100009,6.06,-4.89,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Gamohaan","BH1-Sascha",2015,"Carbonates","Neoarchean"
"867","Izon et al., 2015","BH1-Sascha-3457","Bulk",2661,"[2.62e+03,2.68e+03)",2645,6.14,9.02740604651271,6.78822657205755,5.87,-4.91,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"868","Izon et al., 2015","BH1-Sascha-3495.5","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-2.06,0.368569486299333,-5.61037147271689,1.43,-1.7,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"869","Izon et al., 2015","BH1-Sascha-3503.5","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-3.04,0.613244099612427,-8.83809763063757,2.18,-3.07,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"870","Izon et al., 2015","BH1-Sascha-3509.6","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-2.99,-0.860968162300538,-6.75335545204228,0.68,-1.08,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"871","Izon et al., 2015","BH1-Sascha-3512.4","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-1.13,1.17789044188967,-4.11590820936456,1.76,-1.97,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"872","Izon et al., 2015","BH1-Sascha-3515.7","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-4.29,-2.29165333594264,-8.30526224166328,-0.08,-0.17,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"873","Izon et al., 2015","BH1-Sascha-3519.8","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-0.37,2.2394328997692,-3.51288294905618,2.43,-2.81,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"874","Izon et al., 2015","BH1-Sascha-3522.5","Bulk",2661,"[2.62e+03,2.68e+03)",2645,0.48,3.07717123275475,-2.22780301115141,2.83,-3.14,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"875","Izon et al., 2015","BH1-Sascha-3533.6","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-1.8,0.752595003566044,-5.49722963370572,1.68,-2.08,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"876","Izon et al., 2015","BH1-Sascha-3537.4","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-0.88,1.92670324496886,-4.40133786857332,2.38,-2.73,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"877","Izon et al., 2015","BH1-Sascha-3546.2","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-2.95,-0.0603384234319106,-7.37755863024303,1.46,-1.78,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"878","Izon et al., 2015","BH1-Sascha-3555.3","Bulk",2661,"[2.62e+03,2.68e+03)",2645,0.85,5.02765980672594,-2.53438227999848,4.59,-4.15,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"879","Izon et al., 2015","BH1-Sascha-3562.4","Bulk",2661,"[2.62e+03,2.68e+03)",2645,2.18,5.31210712424132,-0.293936993089662,4.19,-4.44,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"880","Izon et al., 2015","BH1-Sascha-3570.4","Bulk",2661,"[2.62e+03,2.68e+03)",2645,1.48204367805009,4.36317399648365,-1.60571308764918,3.60028607729621,-4.42409457056309,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"881","Izon et al., 2015","BH1-Sascha-3587.8","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-2.59,0.865311166382464,-7.54526407898846,2.2,-2.63,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"882","Izon et al., 2015","BH1-Sascha-3601.5","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-1.76,0.493212811085984,-4.95135139654912,1.4,-1.61,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"883","Izon et al., 2015","BH1-Sascha-3605","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-0.68,2.41974223257386,-3.99160463903699,2.77,-2.7,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"884","Izon et al., 2015","BH1-Sascha-3610.7","Bulk",2661,"[2.62e+03,2.68e+03)",2645,-1.8,1.46259500356604,-5.83722963370572,2.39,-2.42,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"885","Izon et al., 2015","BH1-Sascha-3619.6","Bulk",2661,"[2.62e+03,2.68e+03)",2645,0.76,4.82132789210439,-2.81550616450794,4.43,-4.26,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Vryburg","BH1-Sascha",2015,"Low Energy Siliciclastic","Neoarchean"
"886","Izon et al., 2015","BH1-Sascha-435","Bulk",2538,"[2.52e+03,2.58e+03)",2545,11.49,8.23095545009151,21.2338340894849,2.33,-0.71,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Kogelbeen","BH1-Sascha",2015,"Carbonates","Neoarchean"
"887","Izon et al., 2015","BH1-Sascha-522","Bulk",2538,"[2.52e+03,2.58e+03)",2545,8.97,10.359545809378,12.4317735506223,5.75,-4.68,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Kogelbeen","BH1-Sascha",2015,"Carbonates","Neoarchean"
"888","Izon et al., 2015","BH1-Sascha-733.7","Bulk",2538,"[2.52e+03,2.58e+03)",2545,6.41,6.7260348270068,9.94412283251655,3.43,-2.27,"Bulk","Sulfide","Kaapvaal","Transvaal - Griqualand West","Kogelbeen","BH1-Sascha",2015,"Carbonates","Neoarchean"
"889","Izon et al., 2015","RHDH2a -135.6","Bulk",2623.43,"[2.58e+03,2.62e+03)",2605,7.07,5.59482926184377,11.3957270373165,1.96,-2.08,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"890","Izon et al., 2015","RHDH2a -136","Bulk",2623.46,"[2.58e+03,2.62e+03)",2605,11.28,8.35339762351738,18.6107480536876,2.56,-2.93,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"891","Izon et al., 2015","RHDH2a -141","Bulk",2623.84,"[2.58e+03,2.62e+03)",2605,10.03,8.22294819647338,15.642985091217,3.07,-3.5,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"892","Izon et al., 2015","RHDH2a -141.7","Bulk",2623.9,"[2.58e+03,2.62e+03)",2605,-9.04,-5.5558519342706,-15.5061069247053,-0.89,1.6,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"893","Izon et al., 2015","RHDH2a -147.6","Bulk",2624.35,"[2.58e+03,2.62e+03)",2605,10.25,5.55569515875286,19.9847978322582,0.29,0.42,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"894","Izon et al., 2015","RHDH2a -160","Bulk",2625.35,"[2.62e+03,2.68e+03)",2645,5.13010158706573,4.42631490876066,8.88170138712896,1.7875910534908,-0.887989626482844,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"895","Izon et al., 2015","RHDH2a -161","Bulk",2625.38,"[2.62e+03,2.68e+03)",2645,10.35,7.21693984140391,17.916558228589,1.9,-1.84,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"896","Izon et al., 2015","RHDH2a -192.5","Bulk",2627.8,"[2.62e+03,2.68e+03)",2645,9.38,7.72976257195771,14.7972032015645,2.91,-3.1,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"897","Izon et al., 2015","RHDH2a -221.4","Bulk",2630.03,"[2.62e+03,2.68e+03)",2645,9.44666666666667,5.99726959350154,17.8483034561053,1.14333333333333,-0.176666666666667,"Bulk","Sulfide","Pilbara","Mount Bruce","Carawine Dolomite","RHDH2a",2015,"Carbonates","Neoarchean"
"898","Izon et al., 2015","RHDH2a -285.3","Bulk",2638.46,"[2.62e+03,2.68e+03)",2645,3.21,4.36686517495886,4.10280914913311,2.715,-2.005,"Bulk","Sulfide","Pilbara","Mount Bruce","Jeerinah","RHDH2a",2015,"Low Energy Siliciclastic","Neoarchean"
"899","Izon et al., 2015","RHDH2a -296.9","Bulk",2640.39,"[2.62e+03,2.68e+03)",2645,6.05,7.72119244362956,8.14628883678775,4.61,-3.38,"Bulk","Sulfide","Pilbara","Mount Bruce","Jeerinah","RHDH2a",2015,"Low Energy Siliciclastic","Neoarchean"
"900","Izon et al., 2015","RHDH2a -299.3","Bulk",2640.79,"[2.62e+03,2.68e+03)",2645,6.37,6.62549836818464,10.1576858958366,3.35,-1.98,"Bulk","Sulfide","Pilbara","Mount Bruce","Jeerinah","RHDH2a",2015,"Low Energy Siliciclastic","Neoarchean"
