"","Source","Sample.ID","Spot.Bulk","age.mean","group","group.age","d34s","d33s","d36s","D33S","D36S","an","Phase","Craton","Supergroup","Formation","Core","Date","simp.lith","Era"
"1","Bao et al., 2007","CQB-3","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,5.385,2.29966310542326,NA,-0.47,NA,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"2","Bao et al., 2007","CQB-4","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.987,1.87520667039339,10.9965604645481,-0.69,1.5,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"3","Bao et al., 2007","CQB-8","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.622,1.87766812934614,9.80006245532106,-0.5,1,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"4","Bao et al., 2007","S7-5-3","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,3.653,1.36963145681325,7.45210808179514,-0.51,0.5,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"5","Bao et al., 2007","S7-5-5","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.604,1.73841879839678,10.3657204998757,-0.63,1.6,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"6","Bao et al., 2007","S8-3-a","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,5.919,2.73392239376128,12.6760486492185,-0.31,1.4,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"7","Bao et al., 2007","S8-3-c","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,5.772,2.2984310954361,12.4952796944524,-0.67,1.5,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"8","Bao et al., 2007","S8-3-f","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,6.512,2.97840100526934,14.6090493969347,-0.37,2.2,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"9","Bao et al., 2007","S8-4-1","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,5.508,2.31284144995344,11.4911342895084,-0.52,1,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"10","Bao et al., 2007","S8-4-4","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.187,1.50412012701166,8.47028688893753,-0.65,0.5,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"11","Bao et al., 2007","SAF 206-9","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.23,1.64622006710805,7.6522962749261,-0.53,-0.4,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"12","Bao et al., 2007","SAF-16-115","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.257,1.63009653911573,NA,-0.56,NA,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"13","Bao et al., 2007","SAF-16-22","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,3.62,1.30266635024657,7.18920291136275,-0.56,0.3,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"14","Bao et al., 2007","SAF-16-23","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,3.61,1.28752535544892,7.37014110602124,-0.57,0.5,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"15","Bao et al., 2007","SAF-474-28","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,5.804,2.41486503097806,12.7563963223471,-0.57,1.7,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"16","Bao et al., 2007","SAF-483-28","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,6.762,2.9167385975194,14.4868857750435,-0.56,1.6,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"17","Bao et al., 2007","SAF-485-14","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.365,1.59560061780998,10.0097881399461,-0.65,1.7,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"18","Bao et al., 2007","SAF-9-6","Bulk",3242.5,"[3.22e+03,3.28e+03)",3245,4.33,1.79761350195255,8.34302799854193,-0.43,0.1,"Bulk","Sulfate","Kaapvaal","Barberton","Mapepe","Outcrop",2007,"Sulfates","Paleoarchean"
"19","Baumgartner et al., 2020","PDP2-89","Spot",3481,"[3.48e+03,3.52e+03)",3505,-2.93447566013308,-1.94730144383139,-3.12808011348762,-0.433954840231939,0.382465526349057,"Spot","Sulfide","Pilbara","Pilbara","Dresser","PDP2",2020,"Microbial","Paleoarchean"
"20","Bekker et al., 2004","EBA2/30","Spot",2313,"[2.28e+03,2.32e+03)",2305,-26.1333333333333,-13.4817599681129,NA,0.0633333333333333,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"21","Bekker et al., 2004","EBA2/34","Spot",2313,"[2.28e+03,2.32e+03)",2305,-33.74,-17.4968890432401,NA,0.024,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"22","Bekker et al., 2004","EBA2/38","Spot",2313,"[2.28e+03,2.32e+03)",2305,-32.34,-16.9229325637186,NA,-0.135,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Timeball Hill","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"23","Bekker et al., 2004","EBA2/55","Spot",2372,"[2.32e+03,2.38e+03)",2345,-29.765,-15.356289893987,NA,0.085,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"24","Bekker et al., 2004","EBA2/59","Spot",2372,"[2.32e+03,2.38e+03)",2345,-25.945,-13.1568426480578,NA,0.29,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"25","Bekker et al., 2004","EBA2/60","Spot",2372,"[2.32e+03,2.38e+03)",2345,-29.895,-15.4192601262437,NA,0.09,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"26","Bekker et al., 2004","EBA2/67","Spot",2372,"[2.32e+03,2.38e+03)",2345,-26.875,-13.8352234537214,NA,0.0975,NA,"Spot","Sulfide","Kaapvaal","Transvaal","Rooihoogte","EBA2",2004,"Low Energy Siliciclastic","Paleoproterozoic"
"27","Bontognali et al., 2012","GHA","Spot",73.5,"[25,75)",50,16.825,9.10457460990171,NA,0.475,NA,"Spot","Organic S","Arabian-Nubian Shield","Karak","Ghareb",NA,2012,"Carbonates","Mesoproterozoic-Present"
"28","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic","Mesoproterozoic-Present"
"29","Bontognali et al., 2012","OM","Spot",3390,"[3.38e+03,3.42e+03)",3405,-12.4230769230769,-5.64841002233644,NA,0.769230769230769,NA,"Spot","Organic S","Pilbara","Pilbara","Strelley Pool",NA,2012,"Microbial","Paleoarchean"
"30","Bontognali et al., 2012","Pyrite1","Spot",3390,"[3.38e+03,3.42e+03)",3405,-15.2666666666667,-7.45914300527027,NA,0.433333333333333,NA,"Spot","Sulfide","Pilbara","Pilbara","Strelley Pool",NA,2012,"Microbial","Paleoarchean"
"31","Bontognali et al., 2012","Pyrite2","Spot",3390,"[3.38e+03,3.42e+03)",3405,-9.8,-4.80911483244004,NA,0.25,NA,"Spot","Sulfide","Pilbara","Pilbara","Strelley Pool",NA,2012,"Microbial","Paleoarchean"
"32","Bontognali et al., 2012","Pyrite3","Spot",3390,"[3.38e+03,3.42e+03)",3405,-5.76666666666667,-2.90735038544968,NA,0.0666666666666667,NA,"Spot","Sulfide","Pilbara","Pilbara","Strelley Pool",NA,2012,"Microbial","Paleoarchean"
"33","Bontognali et al., 2012","WIL","Spot",48.6,"[25,75)",50,2.775,1.351952397512,NA,-0.075,NA,"Spot","Organic S","North American",NA,"Calvert Bluff",NA,2012,"None Provided","Mesoproterozoic-Present"
"34","Bosco-Santos et al., 2021","RDV-101.34","Bulk",2763,"[2.72e+03,2.78e+03)",2745,1.09,0.991201701164915,NA,0.43,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"35","Bosco-Santos et al., 2021","RDV-102.915","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.77,1.51559306234813,NA,0.09,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"36","Bosco-Santos et al., 2021","RDV-104.28","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.21,0.148144493033757,NA,0.04,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"37","Bosco-Santos et al., 2021","RDV-104.79","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-0.26,2.49609155651829,NA,2.63,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"38","Bosco-Santos et al., 2021","RDV-105.485","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.66,0.409845616770473,NA,0.07,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"39","Bosco-Santos et al., 2021","RDV-105.97","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.4,0.195980021955376,NA,-0.01,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"40","Bosco-Santos et al., 2021","RDV-106.09","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.25,-0.081257804503033,NA,-0.21,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"41","Bosco-Santos et al., 2021","RDV-107.52","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-0.18,-0.672704046715575,NA,-0.58,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"42","Bosco-Santos et al., 2021","RDV-108.9","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-0.59,-0.603893486039764,NA,-0.3,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"43","Bosco-Santos et al., 2021","RDV-109.85","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-0.2,-0.373004995994582,NA,-0.27,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"44","Bosco-Santos et al., 2021","RDV-11.835","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.46,1.78040745197738,NA,0,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"45","Bosco-Santos et al., 2021","RDV-110.6","Bulk",2763,"[2.72e+03,2.78e+03)",2745,1.84,0.787177565544077,NA,-0.16,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"46","Bosco-Santos et al., 2021","RDV-111.875","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.23,-0.251556605796806,NA,-0.37,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"47","Bosco-Santos et al., 2021","RDV-112.69","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.2,-0.437004995005556,NA,-0.54,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"48","Bosco-Santos et al., 2021","RDV-113.605","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-1.35,-0.94547775969514,NA,-0.25,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"49","Bosco-Santos et al., 2021","RDV-114.595","Bulk",2763,"[2.72e+03,2.78e+03)",2745,-3.1,-2.2877020140886,NA,-0.69,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"50","Bosco-Santos et al., 2021","RDV-115.365","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.05,4.03370562914251,NA,1.95,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"51","Bosco-Santos et al., 2021","RDV-116.515","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.91,2.41759396077487,NA,0.92,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"52","Bosco-Santos et al., 2021","RDV-117.96","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.26,2.21326283719581,NA,1.05,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"53","Bosco-Santos et al., 2021","RDV-118.745","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.4,2.44528150131813,NA,1.21,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"54","Bosco-Santos et al., 2021","RDV-119.83","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.03,2.01930513681857,NA,0.46,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"55","Bosco-Santos et al., 2021","RDV-121.76","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.4,3.04528150131813,NA,1.81,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"56","Bosco-Santos et al., 2021","RDV-128.72","Bulk",2763,"[2.72e+03,2.78e+03)",2745,1.4,0.67075538998484,NA,-0.05,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Chemical","Neoarchean"
"57","Bosco-Santos et al., 2021","RDV-15.965","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.36,1.73899241019198,NA,0.01,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"58","Bosco-Santos et al., 2021","RDV-16.77","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.47,2.47956014143462,NA,0.18,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"59","Bosco-Santos et al., 2021","RDV-2.285","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.02,1.98828577412299,NA,-0.08,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"60","Bosco-Santos et al., 2021","RDV-22.57","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.26,1.54757488306752,NA,-0.13,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"61","Bosco-Santos et al., 2021","RDV-27.555","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.73,2.23921565340691,NA,0.32,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"62","Bosco-Santos et al., 2021","RDV-31.265","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.05,2.14370562914251,NA,0.06,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"63","Bosco-Santos et al., 2021","RDV-36.475","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.26,1.89757488306752,NA,0.22,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"64","Bosco-Santos et al., 2021","RDV-39.915","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.84,2.25576195095306,NA,0.28,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"65","Bosco-Santos et al., 2021","RDV-46.585","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.76,1.19044995448054,NA,-0.23,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"66","Bosco-Santos et al., 2021","RDV-50.39","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.04,1.6244475731873,NA,0.06,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"67","Bosco-Santos et al., 2021","RDV-55.575","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.01,1.51902018948366,NA,-0.03,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"68","Bosco-Santos et al., 2021","RDV-60.435","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.07,1.63987473310439,NA,0.06,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"69","Bosco-Santos et al., 2021","RDV-62.975","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.87,1.40702277295325,NA,-0.07,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"70","Bosco-Santos et al., 2021","RDV-64.105","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.27,1.65271674763076,NA,-0.03,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"71","Bosco-Santos et al., 2021","RDV-64.97","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.26,1.66757488306752,NA,-0.01,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"72","Bosco-Santos et al., 2021","RDV-65.915","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.65,1.69387412607508,NA,0.33,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"73","Bosco-Santos et al., 2021","RDV-67.06","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.66,1.57901750759311,NA,0.21,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"74","Bosco-Santos et al., 2021","RDV-67.97","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.78,1.49073614534051,NA,0.06,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"75","Bosco-Santos et al., 2021","RDV-7.03","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.28,2.06191709477513,NA,-0.14,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"76","Bosco-Santos et al., 2021","RDV-70.1","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.05,1.70958998469103,NA,0.14,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"77","Bosco-Santos et al., 2021","RDV-70.435","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.69,1.4844475028737,NA,0.1,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"78","Bosco-Santos et al., 2021","RDV-70.9","Bulk",2763,"[2.72e+03,2.78e+03)",2745,2.8,1.42102223670139,NA,-0.02,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"79","Bosco-Santos et al., 2021","RDV-71.845","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.27,1.64271674763076,NA,-0.04,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"High Energy Siliciclastic","Neoarchean"
"80","Bosco-Santos et al., 2021","RDV-77.975","Bulk",2763,"[2.72e+03,2.78e+03)",2745,6.93,3.94297277639284,NA,0.38,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"81","Bosco-Santos et al., 2021","RDV-78.99","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.01,4.24314577279199,NA,2.18,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"82","Bosco-Santos et al., 2021","RDV-81.24","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.43,4.52900445502183,NA,2.25,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"83","Bosco-Santos et al., 2021","RDV-82.125","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.56,4.8058089843611,NA,2.46,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"84","Bosco-Santos et al., 2021","RDV-83.235","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.89,4.76146382001476,NA,2.76,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"85","Bosco-Santos et al., 2021","RDV-83.995","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.6,5.1263633806037,NA,2.76,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"86","Bosco-Santos et al., 2021","RDV-85.465","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4.71,5.80288592369388,NA,3.38,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"87","Bosco-Santos et al., 2021","RDV-86.24","Bulk",2763,"[2.72e+03,2.78e+03)",2745,5.43,5.87277756874707,NA,3.08,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"88","Bosco-Santos et al., 2021","RDV-87.19","Bulk",2763,"[2.72e+03,2.78e+03)",2745,5.05,5.88757299320329,NA,3.29,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"89","Bosco-Santos et al., 2021","RDV-88.32","Bulk",2763,"[2.72e+03,2.78e+03)",2745,4,4.41800574663151,NA,2.36,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"90","Bosco-Santos et al., 2021","RDV-88.595","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.98,4.43772561982081,NA,2.39,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"91","Bosco-Santos et al., 2021","RDV-89.205","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.98,4.20772561982081,NA,2.16,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"92","Bosco-Santos et al., 2021","RDV-92.8","Bulk",2763,"[2.72e+03,2.78e+03)",2745,3.04,3.1744475731873,NA,1.61,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"93","Bosco-Santos et al., 2021","RDV-94.46","Bulk",2763,"[2.72e+03,2.78e+03)",2745,0.49,1.2223200217821,NA,0.97,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"94","Bosco-Santos et al., 2021","RDV-94.91","Bulk",2763,"[2.72e+03,2.78e+03)",2745,1.16,0.957232047804042,NA,0.36,NA,"Bulk","Sulfide","São Francisco","Rio das Velhas Greenstone Belt","Morro Vermelho","RDV",2021,"Low Energy Siliciclastic","Neoarchean"
"95","Bühn et al., 2012","AC1-1","Spot",2663,"[2.62e+03,2.68e+03)",2645,11.94,6.1514000436945,NA,0.02,NA,"Spot","Sulfide","﻿Amazon",NA,"﻿Águas Claras",NA,2012,"High Energy Siliciclastic","Neoarchean"
"96","Bühn et al., 2012","AC1-2","Spot",2663,"[2.62e+03,2.68e+03)",2645,12.04,6.39260320342401,NA,0.21,NA,"Spot","Sulfide","﻿Amazon",NA,"﻿Águas Claras",NA,2012,"High Energy Siliciclastic","Neoarchean"
"97","Bühn et al., 2012","AC2-1","Spot",2663,"[2.62e+03,2.68e+03)",2645,12.58,6.6690578742747,NA,0.21,NA,"Spot","Sulfide","﻿Amazon",NA,"﻿Águas Claras",NA,2012,"High Energy Siliciclastic","Neoarchean"
"98","Bühn et al., 2012","AC2-2","Spot",2663,"[2.62e+03,2.68e+03)",2645,9.7,4.92380541822563,NA,-0.06,NA,"Spot","Sulfide","﻿Amazon",NA,"﻿Águas Claras",NA,2012,"High Energy Siliciclastic","Neoarchean"
