"","Source","Sample.ID","Spot.Bulk","age","group","group.age","d34s","d33s","d36s","D33S","D36S","an","Phase","Craton","Supergroup","Formation","Core","Date","simp.lith"
"1","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"2","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"3","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"4","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"5","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"6","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"7","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"8","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"9","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"10","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"11","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"12","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"13","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"14","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"15","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"16","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"17","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"18","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"19","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"20","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"21","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"22","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"23","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"24","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"25","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"26","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"27","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"28","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"29","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"30","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"31","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"32","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"33","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"34","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"35","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"36","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"37","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"38","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"39","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"40","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"41","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"42","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"43","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"44","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"45","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"46","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"47","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"48","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"49","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"50","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"51","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"52","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"53","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"54","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"55","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"56","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"57","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"58","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"59","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"60","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"61","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"62","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"63","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"64","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"65","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"66","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"67","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"68","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"69","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"70","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"71","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"72","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"73","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"74","Roerdink et al., 2016","11-ROV09-B-mt_M03","Spot",0,"[-25,25)",0,0.77025,0.374902095680822,1.36054357544266,-0.0216083333333333,-0.104084116666667,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"75","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"76","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"77","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"78","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"79","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"80","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"81","Bontognali et al., 2012","MON","Spot",11,"[-25,25)",0,27.1428571428571,13.6298471422422,NA,-0.257142857142857,NA,"Spot","Organic S","North American","Los Angeles Basin","Monterey",NA,2012,"Low Energy Siliciclastic"
"82","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"83","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"84","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"85","Roerdink et al., 2016","11-ROV09-D-mt_M04_b","Spot",0,"[-25,25)",0,0.157621428571429,0.10652537326959,0.591549424355105,0.0254982807142857,0.291056225357143,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"86","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"87","Roerdink et al., 2016","11-ROV09-A-mt_M03","Spot",0,"[-25,25)",0,0.522455555555556,0.265263454917318,0.487547227104384,-0.00374867777777778,-0.505477777777778,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
"88","Roerdink et al., 2016","11-ROV09-C-mt_M04_b","Spot",0,"[-25,25)",0,0.50816,0.274180602764166,0.96607439471423,0.0127091,-0.00101142,"Spot","Sulfide","Mid Ocean Ridge",NA,"Jan Mayen hydrothermal vent field on the Arctic Mid-Ocean Ridge","Surface",2016,"Sulfates"
